Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
S?o Jos? dos Cordeiros,3,0,3628,"0,4903","0,556","0,542","0,778","0,407"
S?o Jos? dos Pinhais,97,4,323340,"0,4599","0,758","0,749","0,859","0,678"
S?o Jos? dos Quatro Marcos,7,0,18906,"0,5464","0,719","0,707","0,816","0,643"
S?o Jos? dos Ramos,10,0,5957,"0,5136","0,541","0,527","0,738","0,406"
S?o Juli?o,7,1,6363,"0,5226","0,594","0,593","0,775","0,455"
S?o Leopoldo,229,1,236835,"0,5357","0,739","0,766","0,861","0,612"
S?o Louren?o,28,0,45851,"0,517","0,759","0,746","0,871","0,673"
S?o Louren?o da Mata,438,56,113230,"0,5173","0,653","0,614","0,793","0,571"
S?o Louren?o da Serra,26,2,15825,"0,5148","0,728","0,704","0,823","0,666"
S?o Louren?o do Oeste,4,0,24076,"0,4706","0,749","0,748","0,807","0,695"
S?o Louren?o do Piau?,1,0,4573,"0,469","0,595","0,56","0,753","0,499"
S?o Louren?o do Sul,6,0,43582,"0,463","0,687","0,722","0,849","0,528"
S?o Ludgero,30,1,13410,"0,4379","0,755","0,756","0,834","0,683"
S?o Lu?s,8882,521,1101884,"0,6266","0,768","0,741","0,813","0,752"
S?o Lu?s de Montes Belos,4,0,33817,"0,4854","0,731","0,721","0,809","0,67"
S?o Lu?s do Curu,35,4,13000,"0,5233","0,62","0,558","0,719","0,593"
S?o Luis do Piau?,1,0,2644,"0,5056","0,554","0,52","0,757","0,433"
S?o Lu?s do Quitunde,52,1,34555,"0,506","0,536","0,55","0,701","0,4"
S?o Lu?s Gonzaga do Maranh?o,6,0,18856,"0,5583","0,54","0,503","0,716","0,438"
S?o Luiz,29,1,7986,"0,5895","0,649","0,605","0,788","0,574"
S?o Luiz Gonzaga,11,0,33468,"0,5034","0,741","0,718","0,855","0,664"
S?o Mamede,12,0,7724,"0,5267","0,641","0,617","0,765","0,558"
S?o Manoel do Paran?,4,0,2160,"0,4406","0,725","0,721","0,825","0,64"
S?o Manuel,41,1,40954,"0,4607","0,744","0,735","0,805","0,695"
S?o Marcos,10,0,21556,"0,4185","0,768","0,775","0,855","0,683"
S?o Martinho,2,0,5426,"0,3862","0,726","0,734","0,83","0,628"
S?o Martinho,3,0,3180,"0,3862","0,726","0,734","0,83","0,628"
S?o Mateus,215,2,130611,"0,5773","0,735","0,719","0,843","0,655"
S?o Mateus do Maranh?o,196,8,41529,"0,6696","0,616","0,627","0,723","0,515"
S?o Mateus do Sul,1,1,46261,"0,5093","0,719","0,711","0,838","0,623"
S?o Miguel,18,0,23519,"0,5399","0,606","0,574","0,747","0,518"
S?o Miguel Arcanjo,39,2,32931,"0,5822","0,71","0,708","0,799","0,633"
S?o Miguel da Baixa Grande,1,0,2452,"0,541","0,563","0,557","0,774","0,413"
S?o Miguel de Taipu,17,1,7368,"0,4897","0,548","0,516","0,721","0,443"
S?o Miguel do Aleixo,2,0,3930,"0,4888","0,567","0,571","0,753","0,424"
S?o Miguel do Araguaia,2,0,21993,"0,5067","0,664","0,667","0,818","0,536"
S?o Miguel do Gostoso,1,0,10282,"0,5106","0,591","0,558","0,79","0,468"
S?o Miguel do Guam?,375,19,58986,"0,5323","0,591","0,582","0,752","0,471"
S?o Miguel do Guapor?,136,2,23005,"0,6308","0,646","0,644","0,781","0,537"
S?o Miguel do Igua?u,2,0,27452,"0,5467","0,704","0,726","0,818","0,588"
S?o Miguel do Oeste,51,0,40482,"0,5043","0,801","0,787","0,884","0,739"
S?o Miguel do Tapuio,0,0,17662,"0,5788","0,556","0,508","0,78","0,434"
S?o Miguel do Tocantins,43,3,12139,"0,5613","0,623","0,582","0,762","0,544"
S?o Miguel dos Campos,179,4,61251,"0,5254","0,623","0,612","0,77","0,514"
S?o Miguel dos Milagres,24,1,7951,"0,4896","0,591","0,545","0,752","0,504"
S?o Paulo,58619,4239,12252023,"0,6453","0,805","0,843","0,855","0,725"
S?o Paulo de Oliven?a,414,11,39299,"0,6433","0,521","0,471","0,78","0,386"
S?o Paulo do Potengi,13,0,17579,"0,4835","0,622","0,584","0,744","0,555"
S?o Pedro,55,0,35653,"0,5254","0,589","0,574","0,794","0,449"
S?o Pedro,14,0,5971,"0,5254","0,589","0,574","0,794","0,449"
S?o Pedro da ?gua Branca,78,0,12690,"0,5335","0,605","0,577","0,735","0,523"
S?o Pedro da Aldeia,156,4,104476,"0,5165","0,712","0,721","0,801","0,626"
S?o Pedro da Cipa,7,1,4727,"0,3922","0,66","0,654","0,79","0,556"
S?o Pedro da Serra,1,0,3801,"0,4188","0,739","0,748","0,851","0,634"
S?o Pedro de Alc?ntara,0,0,5823,"0,4157","0,734","0,757","0,846","0,618"
S?o Pedro do Piau?,11,0,14291,"0,5684","0,595","0,553","0,776","0,492"
S?o Pedro do Turvo,2,0,7666,"0,3898","0,703","0,661","0,826","0,636"
S?o Pedro dos Crentes,8,0,4668,"0,506","0,6","0,558","0,738","0,524"
S?o Rafael,15,1,8202,"0,5232","0,611","0,588","0,787","0,493"
S?o Raimundo das Mangabeiras,29,0,18868,"0,5604","0,61","0,583","0,749","0,521"
S?o Raimundo do Doca Bezerra,58,0,5237,"0,5539","0,516","0,478","0,7","0,41"
S?o Raimundo Nonato,55,0,34710,"0,5504","0,661","0,631","0,779","0,587"
S?o Roberto,19,0,6719,"0,5463","0,516","0,475","0,738","0,391"
S?o Rom?o,3,1,12337,"0,5301","0,64","0,586","0,787","0,568"
S?o Roque,57,3,91016,"0,5109","0,768","0,765","0,863","0,687"
S?o Roque do Cana?,12,1,12415,"0,4206","0,7","0,686","0,803","0,623"
S?o Salvador do Tocantins,0,0,3082,"0,6203","0,605","0,592","0,794","0,471"
S?o Sebasti?o,185,1,34152,"0,5522","0,549","0,537","0,714","0,432"
S?o Sebasti?o,285,2,88980,"0,5522","0,549","0,537","0,714","0,432"
S?o Sebasti?o da Boa Vista,75,3,26640,"0,546","0,558","0,52","0,76","0,439"
S?o Sebasti?o da Grama,7,1,12182,"0,4156","0,701","0,689","0,82","0,609"
S?o Sebasti?o da Vargem Alegre,1,0,3007,"0,4217","0,66","0,631","0,827","0,552"
S?o Sebasti?o de Lagoa de Ro?a,4,2,11661,"0,4873","0,594","0,561","0,795","0,471"
S?o Sebasti?o do Alto,8,0,9357,"0,4289","0,646","0,638","0,789","0,536"
S?o Sebasti?o do Anta,1,0,6555,"0,4555","0,607","0,597","0,766","0,49"
S?o Sebasti?o do Ca?,22,0,25685,"0,4431","0,739","0,734","0,852","0,646"
S?o Sebasti?o do Oeste,32,0,6775,"0,4102","0,626","0,678","0,832","0,434"
S?o Sebasti?o do Para?so,10,1,70956,"0,4736","0,722","0,735","0,836","0,613"
S?o Sebasti?o do Pass?,27,1,44300,"0,5464","0,657","0,633","0,812","0,551"
S?o Sebasti?o do Rio Preto,1,0,1506,"0,5052","0,632","0,662","0,809","0,472"
S?o Sebasti?o do Tocantins,5,0,4805,"0,5748","0,573","0,516","0,748","0,487"
S?o Sebasti?o do Uatum?,55,1,14020,"0,5781","0,577","0,561","0,739","0,464"
S?o Sebasti?o do Umbuzeiro,1,0,3489,"0,4681","0,581","0,561","0,763","0,459"
S?o Sep?,22,0,23621,"0,5203","0,708","0,708","0,871","0,576"
S?o Sim?o,3,0,15322,"0,4603","0,72","0,756","0,825","0,599"
S?o Sim?o,7,0,20645,"0,4603","0,72","0,756","0,825","0,599"
S?o Tiago,0,0,10941,"0,4477","0,662","0,66","0,825","0,533"
S?o Tom?s de Aquino,2,1,7021,"0,4319","0,7","0,692","0,874","0,568"
S?o Tom?,1,0,5722,"0,4925","0,725","0,707","0,816","0,66"
S?o Tom?,18,1,11055,"0,4925","0,725","0,707","0,816","0,66"
S?o Valentim,9,0,3299,"0,527","0,72","0,745","0,82","0,612"
S?o Valentim do Sul,3,0,2242,"0,4266","0,764","0,776","0,848","0,677"
S?o Val?rio,0,0,3960,"0,5703","0,643","0,605","0,814","0,539"
S?o Val?rio do Sul,1,0,2727,"0,5928","0,642","0,674","0,816","0,48"
S?o Vendelino,5,0,2243,"0,2907","0,754","0,743","0,852","0,677"
S?o Vicente,931,80,365798,"0,5533","0,642","0,606","0,787","0,556"
S?o Vicente,1,0,6424,"0,5533","0,642","0,606","0,787","0,556"
S?o Vicente de Minas,3,0,7753,"0,5282","0,715","0,673","0,845","0,644"
S?o Vicente do Sul,1,0,8721,"0,5211","0,685","0,698","0,831","0,553"
S?o Vicente Ferrer,13,2,18018,"0,6171","0,592","0,504","0,762","0,541"
S?o Vicente Ferrer,63,0,22247,"0,6171","0,592","0,504","0,762","0,541"
Sap?,189,5,52625,"0,5176","0,569","0,563","0,711","0,461"
Sapea?u,1,0,17398,"0,5905","0,614","0,602","0,735","0,522"
Sapezal,22,0,25881,"0,4993","0,732","0,758","0,836","0,62"
Sapiranga,12,0,81734,"0,4162","0,711","0,722","0,832","0,598"
Sapopema,16,1,6736,"0,5849","0,655","0,695","0,795","0,509"
Sapucaia,11,0,5930,"0,5336","0,59","0,639","0,792","0,405"
Sapucaia,35,4,18228,"0,5336","0,59","0,639","0,792","0,405"
Sapucaia do Sul,119,7,141075,"0,4501","0,726","0,726","0,844","0,624"
Saquarema,113,10,89170,"0,5383","0,709","0,714","0,804","0,621"
Sarandi,2,0,24489,"0,3741","0,695","0,681","0,85","0,579"
Sarandi,11,1,96688,"0,3741","0,695","0,681","0,85","0,579"
Sarapu?,5,0,10285,"0,5133","0,707","0,699","0,814","0,621"
Sarutai?,1,0,3638,"0,4451","0,688","0,679","0,794","0,603"
Sarzedo,17,0,32752,"0,4641","0,734","0,706","0,871","0,643"
S?tiro Dias,4,0,17273,"0,5448","0,527","0,524","0,736","0,379"
Satuba,131,6,13828,"0,5312","0,66","0,619","0,794","0,585"
Satubinha,36,0,13914,"0,5827","0,493","0,45","0,72","0,369"
Saubara,9,1,12043,"0,5005","0,617","0,563","0,738","0,565"
Saudade do Igua?u,7,0,5500,"0,4704","0,699","0,695","0,803","0,611"
Sa?de,0,0,12913,"0,5525","0,549","0,546","0,685","0,442"
Schroeder,5,0,21365,"0,345","0,769","0,75","0,855","0,71"
Seabra,7,1,44091,"0,5803","0,635","0,588","0,761","0,572"
Seara,116,0,17541,"0,5131","0,779","0,804","0,872","0,674"
Seberi,1,0,10750,"0,5269","0,723","0,706","0,865","0,62"
Selbach,2,0,5100,"0,4755","0,777","0,785","0,841","0,71"
Selv?ria,1,0,6529,"0,4551","0,682","0,668","0,825","0,576"
Sena Madureira,209,1,45848,"0,5485","0,603","0,593","0,81","0,456"
Senador Alexandre Costa,5,0,11141,"0,5193","0,538","0,52","0,689","0,435"
Senador Amaral,7,0,5356,"0,4573","0,661","0,623","0,821","0,564"
Senador Canedo,72,2,115371,"0,4378","0,701","0,676","0,827","0,617"
Senador Cortes,4,0,2005,"0,5846","0,674","0,689","0,834","0,534"
Senador El?i de Souza,2,0,6086,"0,5003","0,583","0,523","0,752","0,504"
Senador Georgino Avelino,2,1,4440,"0,4493","0,57","0,543","0,748","0,455"
Senador Guiomard,123,1,23024,"0,559","0,64","0,649","0,786","0,513"
Senador Jos? Bento,4,0,1502,"0,4012","0,684","0,663","0,824","0,585"
Senador Jos? Porf?rio,154,5,11658,"0,5661","0,514","0,533","0,754","0,338"
Senador La Rocque,69,1,14293,"0,5389","0,602","0,57","0,743","0,515"
Senador Pompeu,23,0,25496,"0,5179","0,619","0,574","0,77","0,537"
Senador Rui Palmeira,6,0,13870,"0,5498","0,518","0,481","0,728","0,398"
Senador S?,84,1,7623,"0,5264","0,603","0,528","0,735","0,565"
Senhor do Bonfim,5,1,79015,"0,5833","0,666","0,638","0,773","0,599"
Senhora do Porto,1,0,3523,"0,476","0,565","0,595","0,802","0,378"
Sento S?,0,0,40684,"0,5343","0,585","0,535","0,778","0,48"
Serafina Corr?a,108,1,17502,"0,3668","0,76","0,755","0,843","0,69"
Seringueiras,1,0,11856,"0,6384","0,598","0,644","0,779","0,427"
S?rio,4,0,1962,"0,3724","0,652","0,695","0,847","0,471"
Serop?dica,158,6,82312,"0,4835","0,713","0,695","0,805","0,648"
Serra,2374,146,517510,"0,491","0,739","0,72","0,844","0,664"
Serra Alta,0,0,3263,"0,4065","0,773","0,758","0,879","0,694"
Serra Azul,1,0,14662,"0,4573","0,686","0,697","0,81","0,572"
Serra Branca,2,0,13699,"0,4863","0,628","0,598","0,77","0,537"
Serra da Raiz,10,0,3148,"0,4996","0,626","0,57","0,792","0,544"
Serra de S?o Bento,1,0,5762,"0,5432","0,582","0,551","0,741","0,482"
Serra do Mel,16,0,11938,"0,5085","0,614","0,574","0,773","0,521"
Serra do Navio,214,2,5397,"0,6192","0,709","0,659","0,783","0,692"
Serra do Ramalho,3,0,31472,"0,5467","0,595","0,53","0,775","0,512"
Serra do Salitre,1,0,11582,"0,5316","0,696","0,722","0,852","0,549"
Serra Negra,10,0,29229,"0,4836","0,767","0,764","0,873","0,676"
Serra Negra do Norte,4,2,8078,"0,4273","0,597","0,578","0,787","0,468"
Serra Preta,2,0,14878,"0,4887","0,566","0,541","0,732","0,459"
Serra Redonda,36,0,7041,"0,4902","0,57","0,565","0,772","0,424"
Serra Talhada,104,3,86350,"0,5714","0,661","0,632","0,8","0,571"
Serrana,31,4,45107,"0,3819","0,729","0,713","0,835","0,65"
Serrania,3,0,7669,"0,4491","0,677","0,655","0,833","0,569"
Serrano do Maranh?o,12,0,10253,"0,5925","0,519","0,44","0,735","0,433"
Serran?polis,1,0,8544,"0,4908","0,681","0,713","0,804","0,551"
Serran?polis de Minas,1,0,4781,"0,5356","0,633","0,608","0,773","0,539"
Serraria,11,2,6099,"0,5151","0,547","0,536","0,779","0,392"
Serrinha,25,0,80861,"0,5228","0,634","0,615","0,778","0,532"
Serrinha,1,0,6229,"0,5228","0,634","0,615","0,778","0,532"
Serrita,1,1,19165,"0,5668","0,595","0,542","0,76","0,512"
Serro,2,0,20966,"0,6597","0,656","0,65","0,834","0,52"
Serrol?ndia,1,0,13397,"0,5098","0,59","0,56","0,721","0,508"
Sertaneja,6,0,5284,"0,5318","0,725","0,724","0,809","0,651"
Sert?nia,44,4,35907,"0,6111","0,613","0,601","0,752","0,51"
Sertan?polis,1,1,16369,"0,4316","0,723","0,719","0,804","0,655"
Sert?o,5,0,5415,"0,4683","0,751","0,746","0,837","0,678"
Sert?ozinho,14,0,5024,"0,4742","0,621","0,554","0,769","0,561"
Sert?ozinho,49,4,125815,"0,4742","0,621","0,554","0,769","0,561"
Sete Barras,2,0,12832,"0,5156","0,673","0,651","0,832","0,562"
Sete Lagoas,26,1,239639,"0,5353","0,76","0,742","0,84","0,705"
Severiano Melo,2,0,2440,"0,5288","0,604","0,579","0,728","0,522"
Sever?nia,9,0,17496,"0,4195","0,715","0,709","0,807","0,638"
Sider?polis,19,1,14007,"0,4035","0,774","0,751","0,88","0,701"
Sidrol?ndia,4,0,57665,"0,5847","0,686","0,694","0,829","0,561"
Sigefredo Pacheco,2,0,10041,"0,5078","0,581","0,518","0,764","0,496"
Silva Jardim,38,4,21774,"0,5072","0,654","0,657","0,793","0,536"
Silv?nia,1,0,20695,"0,5138","0,709","0,721","0,814","0,606"
Silvan?polis,1,0,5403,"0,5667","0,675","0,638","0,814","0,592"
Silveiras,0,0,6302,"0,4803","0,678","0,657","0,812","0,584"
Silves,128,4,9171,"0,5713","0,632","0,546","0,791","0,584"
Silvian?polis,1,0,6238,"0,4721","0,699","0,706","0,865","0,559"
Sim?o Dias,106,2,40484,"0,5013","0,604","0,579","0,775","0,492"
Sim?o Pereira,1,0,2615,"0,5141","0,638","0,645","0,843","0,478"
Sim?es,2,0,14633,"0,5149","0,575","0,56","0,771","0,44"
Sim?es Filho,143,4,134377,"0,5258","0,675","0,641","0,813","0,591"
Simpl?cio Mendes,18,0,12711,"0,5706","0,627","0,613","0,767","0,525"
Sinop,55,2,142996,"0,4952","0,754","0,755","0,832","0,682"
Siqueira Campos,3,2,21016,"0,4968","0,704","0,708","0,839","0,588"
Sirinha?m,105,5,45865,"0,4578","0,597","0,568","0,763","0,492"
Siriri,7,0,8893,"0,479","0,609","0,565","0,74","0,541"
S?tio Novo,98,0,18081,"0,5986","0,564","0,509","0,774","0,456"
S?tio Novo do Tocantins,45,1,9029,"0,5699","0,604","0,55","0,762","0,526"
Sobradinho,11,1,23191,"0,516","0,631","0,605","0,748","0,555"
Sobrado,21,1,7783,"0,4921","0,573","0,525","0,753","0,477"
Sobral,2132,68,208935,"0,5702","0,714","0,647","0,832","0,675"
Sobr?lia,1,0,5553,"0,4885","0,631","0,611","0,805","0,51"
Socorro,9,1,41005,"0,4524","0,729","0,737","0,828","0,634"
Socorro do Piau?,1,1,4569,"0,5757","0,561","0,513","0,739","0,465"
Sol?nea,63,0,26407,"0,5773","0,595","0,592","0,762","0,468"
Soledade,9,0,14989,"0,5216","0,616","0,598","0,772","0,506"
Soledade,31,0,31002,"0,5216","0,616","0,598","0,772","0,506"
Solon?pole,44,1,18324,"0,5169","0,625","0,565","0,754","0,574"
Sombrio,61,3,30374,"0,4112","0,728","0,729","0,858","0,617"
Sonora,13,0,19274,"0,5147","0,681","0,706","0,803","0,557"
Sooretama,29,1,30070,"0,5027","0,662","0,65","0,802","0,556"
Sorocaba,911,44,679378,"0,529","0,798","0,792","0,843","0,762"
Sorriso,84,0,90313,"0,5556","0,744","0,774","0,839","0,635"
Soure,62,3,25374,"0,5322","0,615","0,583","0,76","0,525"
Sousa,176,1,69444,"0,5475","0,668","0,645","0,814","0,567"
Souto Soares,1,0,16979,"0,5438","0,592","0,533","0,734","0,53"
Sucupira,0,0,1966,"0,5048","0,667","0,623","0,794","0,599"
Sucupira do Norte,5,0,10636,"0,5967","0,579","0,526","0,731","0,505"
Sucupira do Riach?o,4,0,5660,"0,5216","0,568","0,538","0,761","0,447"
Sud Mennucci,4,0,7718,"0,5411","0,747","0,743","0,809","0,694"
Sumar?,188,7,282441,"0,4737","0,762","0,744","0,845","0,705"
Sum?,20,0,16966,"0,5055","0,627","0,602","0,765","0,534"
Sumidouro,13,0,15623,"0,4743","0,611","0,658","0,796","0,436"
Surubim,72,7,65089,"0,5362","0,635","0,617","0,756","0,548"
Suzano,649,48,297637,"0,491","0,765","0,708","0,873","0,723"
Taba?,11,0,4719,"0,4216","0,701","0,694","0,834","0,595"
Tabapu?,8,0,12407,"0,3973","0,735","0,726","0,82","0,666"
Tabatinga,13,0,16496,"0,6618","0,616","0,602","0,769","0,505"
Tabatinga,812,55,65844,"0,6618","0,616","0,602","0,769","0,505"
Tabira,16,2,28534,"0,5214","0,605","0,57","0,77","0,504"
Tabo?o da Serra,779,64,289664,"0,4903","0,769","0,742","0,863","0,71"
Tabocas do Brejo Velho,0,0,12518,"0,541","0,584","0,53","0,764","0,492"
Taboleiro Grande,5,1,2566,"0,4838","0,612","0,57","0,792","0,507"
Tabuleiro,2,0,3750,"0,456","0,681","0,666","0,821","0,578"
Tabuleiro do Norte,122,3,30697,"0,5413","0,645","0,62","0,791","0,547"
Tacaimb?,3,0,12874,"0,5151","0,554","0,536","0,748","0,423"
Tacaratu,4,0,25765,"0,4977","0,573","0,521","0,711","0,507"
Tacima,14,1,10911,"0,4933","0,551","0,513","0,726","0,45"
Tacuru,1,0,11552,"0,5957","0,593","0,615","0,782","0,434"
Tagua?,4,0,13859,"0,3719","0,709","0,69","0,818","0,631"
Taguatinga,0,0,16683,"0,6521","0,634","0,628","0,818","0,497"
Taia?u,10,0,6295,"0,4222","0,71","0,701","0,814","0,628"
Tail?ndia,277,6,106339,"0,5509","0,588","0,583","0,776","0,45"
Tai?,1,0,18395,"0,4309","0,761","0,749","0,879","0,67"
Taipas do Tocantins,0,0,2148,"0,5814","0,601","0,578","0,798","0,47"
Taipu,4,1,12279,"0,4581","0,569","0,544","0,778","0,435"
Tai?va,1,0,5566,"0,4237","0,76","0,732","0,835","0,718"
Talism?,0,0,2793,"0,4837","0,654","0,654","0,801","0,535"
Tamandar?,43,2,23388,"0,5576","0,593","0,583","0,745","0,479"
Tamarana,2,1,14797,"0,4848","0,621","0,628","0,829","0,46"
Tamba?,18,0,23207,"0,4526","0,731","0,729","0,858","0,624"
Tamboara,28,1,5120,"0,3418","0,731","0,679","0,852","0,674"
Tamboril,22,1,26251,"0,5287","0,58","0,526","0,779","0,476"
Tanabi,10,0,25967,"0,4211","0,748","0,735","0,829","0,687"
Tangar?,2,1,8676,"0,5298","0,608","0,566","0,77","0,516"
Tangar? da Serra,111,0,103750,"0,5671","0,729","0,749","0,825","0,626"
Tangu?,80,15,34309,"0,4615","0,654","0,644","0,793","0,548"
Tanha?u,0,0,20403,"0,5083","0,577","0,565","0,772","0,44"
Tanque d'Arca,8,1,6162,"0,5067","0,555","0,531","0,748","0,43"
Tanquinho,0,0,7918,"0,4854","0,597","0,567","0,768","0,488"
Taparuba,1,0,3110,"0,3994","0,645","0,604","0,799","0,557"
Tapau?,331,3,17156,"0,6021","0,502","0,512","0,694","0,355"
Tapejara,74,0,24111,"0,41","0,703","0,694","0,819","0,612"
Tapejara,5,0,16205,"0,41","0,703","0,694","0,819","0,612"
Tapero?,32,1,15376,"0,4917","0,566","0,566","0,754","0,426"
Tapero?,8,0,21074,"0,4917","0,566","0,566","0,754","0,426"
Tapira,0,0,4773,"0,5532","0,712","0,759","0,847","0,561"
Tapira?,17,0,7807,"0,4552","0,667","0,67","0,847","0,522"
Tapiratiba,1,0,12960,"0,4057","0,751","0,703","0,87","0,692"
Tapurah,12,0,13705,"0,5586","0,714","0,738","0,831","0,594"
Taquara,9,0,57466,"0,508","0,727","0,754","0,88","0,579"
Taquarana,11,0,19980,"0,5169","0,541","0,529","0,71","0,421"
Taquari,127,0,26862,"0,5099","0,733","0,737","0,849","0,629"
Taquaritinga,7,0,57177,"0,4679","0,748","0,727","0,827","0,696"
Taquaritinga do Norte,5,3,28775,"0,4213","0,641","0,636","0,796","0,52"
Taquarituba,5,0,23218,"0,495","0,701","0,7","0,811","0,606"
Taquariva?,2,0,5852,"0,4375","0,679","0,617","0,811","0,626"
Taquarussu,1,0,3588,"0,4476","0,651","0,657","0,769","0,545"
Tarabai,5,1,7468,"0,3988","0,726","0,666","0,823","0,697"
Tarauac?,224,2,42567,"0,6481","0,539","0,554","0,72","0,392"
Tarrafas,2,0,8592,"0,5462","0,576","0,529","0,751","0,482"
Tartarugalzinho,78,1,17315,"0,6658","0,592","0,553","0,794","0,473"
Tarum?,2,0,15000,"0,5488","0,753","0,738","0,852","0,68"
Tasso Fragoso,3,0,8521,"0,5857","0,599","0,562","0,777","0,491"
Tatu?,127,6,121766,"0,4776","0,752","0,734","0,842","0,688"
Tau?,172,6,58859,"0,5776","0,633","0,585","0,773","0,56"
Taubat?,137,5,314924,"0,5181","0,8","0,778","0,883","0,746"
Tavares,6,0,14726,"0,5317","0,586","0,56","0,777","0,462"
Tef?,1705,53,59849,"0,6293","0,639","0,637","0,801","0,511"
Teixeira,17,0,15161,"0,5611","0,605","0,566","0,741","0,527"
Teixeira de Freitas,85,0,160487,"0,5408","0,685","0,683","0,8","0,588"
Teixeiras,1,0,11661,"0,5609","0,675","0,685","0,804","0,558"
Teju?uoca,95,2,19187,"0,5202","0,584","0,517","0,742","0,52"
Tejup?,2,0,4532,"0,4807","0,668","0,668","0,794","0,563"
Tel?maco Borba,30,1,78974,"0,4958","0,734","0,726","0,828","0,657"
Telha,0,0,3227,"0,5007","0,604","0,564","0,722","0,542"
Tenente Ananias,13,2,10786,"0,4613","0,592","0,57","0,779","0,468"
Tenente Laurentino Cruz,6,0,5952,"0,484","0,623","0,559","0,737","0,586"
Tenente Portela,5,0,13485,"0,555","0,708","0,709","0,83","0,603"
Ten?rio,1,0,3058,"0,4288","0,581","0,565","0,707","0,49"
Teodoro Sampaio,7,0,23148,"0,5642","0,594","0,567","0,774","0,477"
Teofil?ndia,6,0,22518,"0,5475","0,566","0,571","0,737","0,431"
Te?filo Otoni,184,6,140592,"0,5853","0,701","0,698","0,824","0,598"
Teot?nio Vilela,213,2,44169,"0,5223","0,564","0,549","0,7","0,466"
Teresina,2248,85,864845,"0,6171","0,751","0,731","0,82","0,707"
Teres?polis,452,26,182594,"0,5696","0,73","0,752","0,855","0,605"
Terezinha,3,0,7169,"0,5377","0,545","0,536","0,711","0,425"
Terez?polis de Goi?s,2,0,8043,"0,4421","0,685","0,655","0,799","0,615"
Terra Alta,81,7,11720,"0,5642","0,605","0,555","0,743","0,536"
Terra Boa,4,1,17094,"0,4009","0,728","0,708","0,803","0,68"
Terra de Areia,12,0,11204,"0,4324","0,689","0,699","0,829","0,565"
Terra Nova,1,1,10096,"0,4996","0,578","0,581","0,7","0,474"
Terra Nova,3,0,13033,"0,4996","0,578","0,581","0,7","0,474"
Terra Nova do Norte,1,0,9667,"0,5086","0,698","0,692","0,815","0,602"
Terra Rica,20,1,16789,"0,3891","0,71","0,698","0,837","0,613"
Terra Roxa,2,0,9370,"0,4519","0,714","0,697","0,818","0,639"
Terra Roxa,1,0,17481,"0,4519","0,714","0,697","0,818","0,639"
Terra Santa,7,0,18769,"0,5931","0,635","0,602","0,763","0,558"
Teut?nia,71,0,33232,"0,3557","0,747","0,751","0,855","0,65"
Theobroma,3,0,10444,"0,5763","0,589","0,622","0,757","0,434"
Tiangu?,218,10,75946,"0,6125","0,657","0,628","0,768","0,587"
Tibau,21,0,4106,"0,537","0,635","0,627","0,769","0,53"
Tibau do Sul,4,0,14180,"0,6049","0,645","0,672","0,794","0,504"
Tiet?,15,0,42076,"0,4937","0,778","0,764","0,884","0,698"
Tigrinhos,4,0,1633,"0,4112","0,717","0,688","0,846","0,633"
Tijucas,14,0,38407,"0,4275","0,76","0,747","0,873","0,672"
Tijucas do Sul,5,0,16868,"0,4833","0,636","0,679","0,792","0,479"
Timba?ba,115,20,53022,"0,5154","0,618","0,592","0,769","0,519"
Timb? do Sul,5,0,5348,"0,4974","0,72","0,721","0,856","0,606"
Timbiras,22,3,29124,"0,6193","0,537","0,498","0,73","0,427"
Timb?,32,0,44238,"0,4711","0,784","0,807","0,856","0,697"
Timburi,2,0,2658,"0,4728","0,71","0,688","0,826","0,629"
Timon,306,5,169107,"0,5104","0,649","0,614","0,768","0,579"
Tim?teo,37,0,89842,"0,4893","0,77","0,737","0,836","0,742"
Tio Hugo,4,1,3030,"0,4192","0,742","0,709","0,845","0,682"
