Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
Balne?rio Cambori?,362,2,142295,"0,5261","0,845","0,854","0,894","0,789"
Balne?rio Gaivota,8,1,10979,"0,475","0,728","0,734","0,844","0,622"
Balne?rio Pi?arras,29,0,23147,"0,4454","0,756","0,745","0,869","0,668"
Balne?rio Pinhal,5,0,14068,"0,5114","0,696","0,71","0,836","0,567"
Balsa Nova,5,0,12941,"0,5067","0,696","0,707","0,823","0,579"
B?lsamo,2,0,9068,"0,4387","0,756","0,746","0,835","0,695"
Balsas,231,0,94887,"0,5923","0,687","0,674","0,807","0,597"
Banabui?,67,1,18197,"0,5622","0,606","0,54","0,779","0,53"
Bananal,3,0,10945,"0,5145","0,733","0,693","0,872","0,653"
Bananeiras,22,0,21318,"0,6055","0,568","0,555","0,766","0,43"
Bandeirantes,10,1,31367,"0,4929","0,681","0,694","0,848","0,537"
Bandeirantes do Tocantins,5,0,3553,"0,5757","0,638","0,57","0,797","0,571"
Bannach,10,1,3286,"0,6263","0,594","0,635","0,784","0,42"
Banza?,1,0,13229,"0,4716","0,579","0,539","0,769","0,468"
Bar?o de Antonina,1,0,3469,"0,4772","0,711","0,676","0,82","0,649"
Bar?o de Cocais,2,0,32485,"0,4317","0,722","0,679","0,858","0,647"
Bar?o de Cotegipe,9,0,6623,"0,4218","0,719","0,745","0,842","0,593"
Bar?o de Graja?,1,0,18820,"0,5324","0,592","0,578","0,743","0,484"
Bara?na,11,0,4892,"0,4316","0,558","0,526","0,718","0,459"
Bara?na,72,3,28374,"0,4316","0,558","0,526","0,718","0,459"
Barbacena,267,4,137313,"0,5962","0,769","0,751","0,881","0,687"
Barbalha,57,2,60781,"0,5168","0,683","0,613","0,817","0,637"
Barbosa,0,0,7402,"0,4129","0,699","0,676","0,843","0,599"
Barcarena,721,60,124680,"0,5734","0,662","0,643","0,801","0,564"
Barcelona,2,0,3998,"0,5008","0,566","0,564","0,726","0,442"
Barcelos,430,13,27502,"0,7367","0,5","0,545","0,728","0,315"
Bariri,10,1,35264,"0,4305","0,75","0,736","0,867","0,662"
Barra,3,0,53578,"0,5997","0,557","0,503","0,75","0,457"
Barra Bonita,28,1,36126,"0,454","0,701","0,692","0,83","0,599"
Barra de Guabiraba,19,2,14385,"0,5252","0,577","0,558","0,726","0,474"
Barra de Santa Rosa,5,0,15384,"0,5195","0,562","0,542","0,753","0,434"
Barra de Santana,15,0,8359,"0,4981","0,567","0,526","0,747","0,465"
Barra de Santo Ant?nio,18,2,15932,"0,5362","0,557","0,552","0,732","0,428"
Barra de S?o Francisco,91,2,44650,"0,5253","0,683","0,673","0,815","0,58"
Barra de S?o Miguel,20,1,8322,"0,4553","0,615","0,638","0,767","0,475"
Barra de S?o Miguel,2,1,6036,"0,4553","0,615","0,638","0,767","0,475"
Barra do Bugres,1,0,34966,"0,5108","0,693","0,684","0,818","0,595"
Barra do Cho?a,7,0,31603,"0,4452","0,551","0,563","0,77","0,386"
Barra do Corda,592,10,88212,"0,6321","0,606","0,585","0,763","0,498"
Barra do Gar?as,73,4,61012,"0,5905","0,748","0,738","0,817","0,693"
Barra do Mendes,1,0,13865,"0,5775","0,63","0,578","0,784","0,553"
Barra do Ouro,1,0,4591,"0,5505","0,603","0,557","0,76","0,517"
Barra do Pira?,125,15,100374,"0,5234","0,733","0,723","0,819","0,665"
Barra do Ribeiro,1,0,13491,"0,5071","0,67","0,691","0,822","0,529"
Barra do Rocha,4,0,5714,"0,5184","0,577","0,585","0,705","0,465"
Barra do Turvo,9,1,7659,"0,5043","0,641","0,625","0,792","0,532"
Barra dos Coqueiros,135,1,30407,"0,6002","0,649","0,647","0,776","0,545"
Barra Mansa,148,13,184412,"0,4892","0,729","0,72","0,819","0,657"
Barra Velha,18,0,29168,"0,4481","0,738","0,735","0,857","0,639"
Barrac?o,4,0,10275,"0,5412","0,706","0,716","0,833","0,59"
Barras,141,2,47066,"0,513","0,595","0,558","0,779","0,485"
Barreira,72,7,22425,"0,506","0,616","0,551","0,771","0,551"
Barreiras,49,0,155439,"0,5704","0,721","0,695","0,807","0,668"
Barreiras do Piau?,1,0,3348,"0,5284","0,557","0,56","0,73","0,423"
Barreirinha,260,3,32041,"0,6049","0,574","0,469","0,774","0,522"
Barreirinhas,179,0,62528,"0,6133","0,57","0,515","0,752","0,479"
Barreiros,125,10,42659,"0,575","0,586","0,561","0,73","0,491"
Barretos,216,10,122098,"0,4893","0,789","0,762","0,875","0,738"
Barrinha,14,1,32812,"0,4084","0,725","0,711","0,829","0,646"
Barro,4,0,22680,"0,5106","0,599","0,556","0,758","0,51"
Barro Alto,7,1,11167,"0,5125","0,607","0,551","0,739","0,55"
Barro Duro,14,0,7032,"0,5167","0,612","0,611","0,729","0,514"
Barro Preto,4,0,5591,"0,4917","0,602","0,576","0,744","0,508"
Barrocas,7,0,15978,"0,4672","0,61","0,574","0,786","0,503"
Barrol?ndia,6,1,5632,"0,4792","0,642","0,6","0,817","0,541"
Barroquinha,146,0,15017,"0,5536","0,571","0,512","0,72","0,505"
Barros Cassal,2,1,11199,"0,5173","0,65","0,69","0,795","0,5"
Barroso,2,0,20810,"0,4946","0,734","0,675","0,864","0,678"
Barueri,1159,126,274182,"0,6201","0,786","0,791","0,866","0,708"
Bastos,1,0,20953,"0,4175","0,751","0,696","0,848","0,718"
Bataguassu,10,0,23024,"0,4878","0,71","0,698","0,847","0,606"
Batalha,22,1,18232,"0,545","0,594","0,563","0,752","0,496"
Batalha,60,2,26857,"0,545","0,594","0,563","0,752","0,496"
Batatais,13,1,62508,"0,5","0,761","0,766","0,84","0,685"
Bataypor?,6,2,11329,"0,5654","0,684","0,702","0,814","0,559"
Baturit?,62,8,35750,"0,4816","0,619","0,574","0,753","0,548"
Bauru,291,15,376818,"0,5596","0,801","0,8","0,854","0,752"
Bayeux,304,19,96880,"0,4806","0,649","0,619","0,779","0,566"
Bebedouro,19,1,77496,"0,508","0,78","0,756","0,853","0,735"
Beberibe,91,11,53573,"0,5606","0,638","0,585","0,778","0,571"
Bela Cruz,298,6,32591,"0,5518","0,623","0,533","0,76","0,598"
Bela Vista,2,0,24629,"0,6165","0,698","0,699","0,83","0,585"
Bela Vista de Goi?s,28,1,29975,"0,5185","0,716","0,721","0,837","0,607"
Bela Vista de Minas,2,0,10255,"0,4125","0,674","0,644","0,795","0,597"
Bela Vista do Maranh?o,57,0,11209,"0,5041","0,554","0,515","0,735","0,45"
Bela Vista do Para?so,3,0,15397,"0,4741","0,716","0,721","0,844","0,604"
Bela Vista do Piau?,1,0,4015,"0,5956","0,576","0,52","0,709","0,519"
Bel?gua,39,0,7469,"0,6285","0,512","0,417","0,707","0,455"
Bel?m,2,1,4344,"0,6284","0,593","0,587","0,764","0,464"
Bel?m,34,0,17676,"0,6284","0,593","0,587","0,764","0,464"
Bel?m,11509,1311,1492745,"0,6284","0,593","0,587","0,764","0,464"
Bel?m de Maria,1,0,12073,"0,4714","0,578","0,537","0,749","0,479"
Bel?m do Brejo do Cruz,1,0,7342,"0,4742","0,578","0,55","0,779","0,451"
Bel?m do Piau?,6,1,3566,"0,5386","0,551","0,537","0,696","0,448"
Bel?m do S?o Francisco,2,0,20729,"0,6285","0,642","0,611","0,784","0,553"
Belford Roxo,601,96,510906,"0,4606","0,684","0,662","0,808","0,598"
Belmiro Braga,3,1,3429,"0,4543","0,66","0,653","0,83","0,531"
Belmonte,5,1,23328,"0,4979","0,598","0,577","0,771","0,48"
Belo Horizonte,1778,49,2512070,"0,6106","0,81","0,841","0,856","0,737"
Belo Jardim,29,1,76439,"0,5181","0,629","0,617","0,783","0,514"
Belo Monte,2,0,6704,"0,6614","0,517","0,507","0,725","0,376"
Belo Oriente,7,0,26700,"0,4383","0,686","0,655","0,813","0,606"
Belo Vale,1,1,7715,"0,4699","0,655","0,672","0,814","0,514"
Belterra,17,3,17732,"0,5922","0,588","0,548","0,775","0,478"
Beneditinos,2,0,10467,"0,5623","0,557","0,561","0,78","0,394"
Benedito Leite,2,0,5632,"0,5917","0,546","0,531","0,719","0,426"
Benedito Novo,5,0,11652,"0,3785","0,74","0,723","0,868","0,645"
Benevides,751,23,62737,"0,492","0,665","0,623","0,798","0,592"
Benjamin Constant,785,19,42984,"0,5665","0,574","0,526","0,763","0,471"
Benjamin Constant do Sul,17,0,1994,"0,4846","0,619","0,601","0,801","0,492"
Bento Fernandes,2,0,5497,"0,4741","0,582","0,542","0,737","0,494"
Bento Gon?alves,598,11,120454,"0,4532","0,778","0,805","0,842","0,695"
Bequim?o,84,5,21280,"0,5575","0,601","0,51","0,757","0,561"
Bernardino de Campos,0,0,11148,"0,456","0,734","0,713","0,838","0,662"
Bernardo do Mearim,25,0,6043,"0,4736","0,604","0,544","0,742","0,547"
Bernardo Say?o,0,0,4459,"0,4364","0,638","0,606","0,748","0,573"
Bertioga,59,5,63249,"0,4924","0,73","0,727","0,817","0,654"
Bertol?nia,4,0,5501,"0,5276","0,612","0,596","0,758","0,507"
Beruri,230,5,19679,"0,6574","0,506","0,512","0,731","0,346"
Bet?nia,7,1,12719,"0,553","0,559","0,533","0,742","0,441"
Bet?nia do Piau?,1,0,6205,"0,5392","0,489","0,486","0,702","0,342"
Betim,106,5,439340,"0,484","0,749","0,709","0,864","0,687"
Bezerros,38,2,60798,"0,536","0,606","0,608","0,752","0,487"
Bicas,3,0,14494,"0,5489","0,744","0,726","0,85","0,667"
Bigua?u,18,0,68481,"0,4033","0,739","0,733","0,836","0,659"
Bilac,1,0,8034,"0,4309","0,768","0,743","0,845","0,722"
Biquinhas,1,0,2515,"0,4126","0,688","0,684","0,857","0,555"
Birigui,56,1,123638,"0,4286","0,78","0,743","0,869","0,734"
Biritiba-Mirim,34,2,32598,"0,5377","0,712","0,71","0,795","0,64"
Biritinga,0,0,15979,"0,561","0,538","0,525","0,738","0,402"
Blumenau,607,4,357199,"0,471","0,806","0,812","0,894","0,722"
Boa Esperan?a,29,2,40127,"0,4811","0,679","0,651","0,816","0,59"
Boa Esperan?a,66,3,15037,"0,4811","0,679","0,651","0,816","0,59"
Boa Esperan?a do Sul,12,0,14923,"0,4439","0,681","0,692","0,811","0,562"
Boa Hora,3,0,6781,"0,5138","0,575","0,534","0,772","0,46"
Boa Ventura,1,0,5366,"0,4612","0,599","0,566","0,79","0,48"
Boa Viagem,40,8,54470,"0,5926","0,598","0,553","0,768","0,504"
Boa Vista,29,0,7051,"0,5936","0,649","0,59","0,796","0,582"
Boa Vista,1996,73,399213,"0,5936","0,649","0,59","0,796","0,582"
Boa Vista da Aparecida,10,0,7591,"0,4902","0,67","0,668","0,801","0,563"
Boa Vista das Miss?es,1,0,2098,"0,4435","0,676","0,666","0,825","0,561"
Boa Vista do Gurupi,10,2,9287,"0,521","0,545","0,515","0,681","0,461"
Boa Vista do Ramos,62,2,19207,"0,6097","0,565","0,496","0,75","0,484"
Boa Vista do Sul,12,1,2783,"0,447","0,728","0,77","0,852","0,587"
Boa Vista do Tupim,4,0,18576,"0,5627","0,551","0,514","0,729","0,447"
Boca da Mata,45,2,27281,"0,5251","0,604","0,56","0,758","0,518"
Boca do Acre,377,5,34308,"0,6427","0,588","0,576","0,777","0,455"
Bocaina,4,0,4500,"0,5839","0,632","0,614","0,773","0,532"
Bocaina,9,1,12329,"0,5839","0,632","0,614","0,773","0,532"
Bocaina de Minas,2,0,5090,"0,4404","0,645","0,665","0,848","0,476"
Bocai?va,4,0,49979,"0,5168","0,7","0,648","0,822","0,644"
Bodoc?,5,0,38146,"0,5523","0,565","0,543","0,745","0,445"
Bodoquena,0,0,7875,"0,5133","0,666","0,665","0,776","0,573"
Bofete,5,1,11730,"0,4729","0,705","0,7","0,821","0,609"
Boituva,63,3,60997,"0,4937","0,78","0,757","0,861","0,728"
Bom Conselho,74,1,48554,"0,6288","0,563","0,585","0,704","0,433"
Bom Despacho,10,1,50605,"0,4933","0,75","0,742","0,861","0,661"
Bom Jardim,38,10,39184,"0,5904","0,538","0,519","0,75","0,4"
Bom Jardim,34,2,41630,"0,5904","0,538","0,519","0,75","0,4"
Bom Jardim,14,2,27446,"0,5904","0,538","0,519","0,75","0,4"
Bom Jardim de Goi?s,1,0,8841,"0,5001","0,67","0,68","0,811","0,545"
Bom Jesus,1,0,2561,"0,6291","0,597","0,584","0,762","0,477"
Bom Jesus,58,0,25179,"0,6291","0,597","0,584","0,762","0,477"
Bom Jesus,32,0,11349,"0,6291","0,597","0,584","0,762","0,477"
Bom Jesus,4,1,10210,"0,6291","0,597","0,584","0,762","0,477"
Bom Jesus da Lapa,6,0,69148,"0,6048","0,633","0,615","0,775","0,533"
Bom Jesus da Serra,3,0,9880,"0,528","0,546","0,535","0,749","0,407"
Bom Jesus das Selvas,135,0,34028,"0,6659","0,558","0,537","0,751","0,431"
Bom Jesus de Goi?s,4,0,25216,"0,5119","0,701","0,699","0,86","0,573"
Bom Jesus do Araguaia,4,0,6580,"0,4843","0,661","0,665","0,784","0,555"
Bom Jesus do Galho,1,0,14935,"0,5047","0,623","0,615","0,8","0,491"
Bom Jesus do Itabapoana,58,2,37096,"0,5709","0,732","0,723","0,819","0,662"
Bom Jesus do Norte,26,0,9936,"0,4885","0,734","0,689","0,854","0,673"
Bom Jesus do Tocantins,13,0,16981,"0,5297","0,589","0,601","0,777","0,437"
Bom Jesus do Tocantins,0,0,4894,"0,5297","0,589","0,601","0,777","0,437"
Bom Jesus dos Perd?es,19,0,25448,"0,4914","0,713","0,716","0,802","0,631"
Bom Lugar,26,0,16294,"0,4934","0,562","0,486","0,741","0,493"
Bom Princ?pio,26,0,14055,"0,3727","0,746","0,751","0,836","0,661"
Bom Princ?pio do Piau?,1,1,5630,"0,5744","0,532","0,526","0,77","0,372"
Bom Progresso,4,0,1942,"0,5161","0,723","0,7","0,84","0,643"
Bom Repouso,3,0,10547,"0,4503","0,653","0,647","0,821","0,523"
Bom Retiro do Sul,55,1,12328,"0,387","0,739","0,725","0,857","0,649"
Bombinhas,10,0,19769,"0,4491","0,781","0,753","0,864","0,732"
Bonfim,1,1,6868,"0,7323","0,637","0,669","0,834","0,464"
Bonfim,55,0,12409,"0,7323","0,637","0,669","0,834","0,464"
Bonfim do Piau?,1,0,5670,"0,4514","0,542","0,542","0,707","0,415"
Bonfin?polis,2,0,9706,"0,4454","0,683","0,671","0,817","0,58"
Bonfin?polis de Minas,1,0,5493,"0,4784","0,678","0,655","0,796","0,598"
Bonito,36,8,38134,"0,5122","0,561","0,552","0,685","0,467"
Bonito,45,0,21976,"0,5122","0,561","0,552","0,685","0,467"
Bonito,93,2,16286,"0,5122","0,561","0,552","0,685","0,467"
Bonito de Santa F?,1,0,11917,"0,5271","0,574","0,564","0,786","0,427"
Boqueir?o,17,1,17804,"0,4611","0,607","0,592","0,763","0,496"
Boquim,17,0,26816,"0,5081","0,604","0,581","0,771","0,492"
Boquira,6,0,21508,"0,5357","0,603","0,564","0,782","0,497"
Borac?ia,4,0,4823,"0,3879","0,754","0,723","0,866","0,685"
Borba,208,11,41161,"0,6364","0,56","0,532","0,776","0,425"
Borborema,1,0,5263,"0,5088","0,558","0,544","0,75","0,426"
Borborema,10,0,16046,"0,5088","0,558","0,544","0,75","0,426"
Borda da Mata,4,0,19412,"0,4633","0,73","0,703","0,865","0,64"
Borebi,3,0,2653,"0,3993","0,705","0,674","0,846","0,615"
Botelhos,4,0,14971,"0,4707","0,702","0,702","0,868","0,568"
Botucatu,276,7,146497,"0,556","0,8","0,79","0,869","0,746"
Botuver?,5,0,5246,"0,2855","0,724","0,741","0,848","0,604"
Bra?o do Norte,110,2,33450,"0,407","0,778","0,746","0,881","0,716"
Braga,2,0,3353,"0,4788","0,674","0,656","0,83","0,563"
Bragan?a,695,31,127686,"0,5843","0,6","0,589","0,755","0,486"
Bragan?a Paulista,235,12,168668,"0,5271","0,776","0,772","0,861","0,704"
Braganey,6,1,5427,"0,5081","0,701","0,689","0,797","0,627"
Branquinha,9,0,10494,"0,4304","0,513","0,534","0,699","0,362"
Brasil Novo,39,1,15086,"0,6838","0,613","0,632","0,809","0,451"
Brasil?ndia,15,2,11872,"0,5143","0,701","0,721","0,837","0,57"
Brasil?ndia do Tocantins,0,0,2201,"0,541","0,684","0,64","0,831","0,601"
Brasil?ia,35,2,26278,"0,5945","0,614","0,619","0,77","0,485"
Brasileira,3,0,8329,"0,4889","0,577","0,572","0,752","0,446"
Bras?lia,7877,142,3015268,"0,637","0,824","0,863","0,873","0,742"
Bras?lia de Minas,7,0,32347,"0,5418","0,656","0,612","0,813","0,568"
Bra?nas,0,0,4801,"0,5589","0,624","0,635","0,802","0,478"
Brazabrantes,0,0,3703,"0,4089","0,701","0,677","0,826","0,615"
Brejetuba,5,0,12404,"0,4909","0,656","0,63","0,828","0,54"
Brejinho,2,0,7487,"0,5027","0,574","0,563","0,681","0,493"
Brejinho,7,0,12699,"0,5027","0,574","0,563","0,681","0,493"
Brejinho de Nazar?,0,0,5497,"0,5613","0,686","0,635","0,82","0,619"
Brejo,69,6,36397,"0,6495","0,562","0,517","0,758","0,454"
Brejo Alegre,1,0,2865,"0,3982","0,71","0,702","0,826","0,618"
Brejo da Madre de Deus,77,2,50742,"0,4796","0,562","0,581","0,734","0,417"
Brejo de Areia,3,0,9188,"0,4897","0,519","0,507","0,677","0,408"
Brejo do Cruz,4,1,14122,"0,4772","0,597","0,575","0,798","0,463"
Brejo Grande,2,0,8309,"0,52","0,54","0,515","0,701","0,435"
Brejo Grande do Araguaia,7,0,7380,"0,5805","0,591","0,588","0,743","0,473"
Brejo Santo,24,3,49477,"0,5351","0,647","0,596","0,768","0,592"
Breu Branco,53,7,66046,"0,5358","0,568","0,555","0,781","0,422"
Breves,492,57,102701,"0,5828","0,503","0,524","0,778","0,312"
Brit?nia,2,0,5779,"0,5573","0,672","0,692","0,802","0,546"
Brochier,2,0,5074,"0,3568","0,699","0,723","0,851","0,554"
Brodowski,21,1,24939,"0,4451","0,755","0,738","0,864","0,675"
Brotas,4,0,24403,"0,4204","0,74","0,724","0,815","0,688"
Brumadinho,17,0,40103,"0,572","0,747","0,761","0,857","0,639"
Brumado,26,0,67195,"0,5226","0,656","0,63","0,807","0,554"
Brusque,121,0,134723,"0,417","0,795","0,794","0,894","0,707"
Bueno Brand?o,3,1,11001,"0,4456","0,658","0,662","0,848","0,507"
Buen?polis,1,0,10365,"0,4991","0,669","0,65","0,796","0,579"
Buenos Aires,14,3,13155,"0,4576","0,593","0,556","0,778","0,481"
Buerarema,38,3,18349,"0,576","0,613","0,604","0,772","0,495"
Bugre,1,0,3982,"0,4376","0,627","0,602","0,8","0,511"
Bu?que,20,1,58378,"0,5787","0,527","0,497","0,746","0,395"
Bujari,43,1,10266,"0,5832","0,589","0,603","0,772","0,439"
Bujaru,115,14,29132,"0,5382","0,552","0,495","0,779","0,437"
Buri,5,0,19878,"0,513","0,667","0,642","0,799","0,578"
Buritama,16,0,17144,"0,4469","0,763","0,736","0,839","0,72"
Buriti,87,0,28678,"0,619","0,548","0,479","0,714","0,48"
Buriti Bravo,5,0,23884,"0,5502","0,59","0,539","0,752","0,506"
Buriti do Tocantins,5,0,11348,"0,5732","0,627","0,575","0,713","0,601"
Buriti dos Lopes,19,1,19781,"0,5481","0,565","0,544","0,735","0,452"
Buriti dos Montes,2,1,8244,"0,5702","0,574","0,527","0,78","0,46"
Buriticupu,470,0,72358,"0,5965","0,556","0,533","0,708","0,455"
Buritirama,0,0,21174,"0,5531","0,565","0,504","0,761","0,471"
Buritirana,109,2,15430,"0,5059","0,583","0,54","0,725","0,505"
Buritis,17,1,39654,"0,5017","0,672","0,666","0,815","0,558"
Buritizal,1,0,4481,"0,4663","0,735","0,743","0,83","0,643"
Buti?,2,0,20941,"0,4919","0,689","0,691","0,848","0,558"
Caapiranga,81,2,13081,"0,597","0,569","0,544","0,775","0,436"
Caapor?,337,4,21828,"0,4895","0,602","0,565","0,757","0,509"
Caarap?,3,0,30174,"0,5054","0,692","0,676","0,828","0,592"
Cabaceiras,1,0,5611,"0,4622","0,611","0,574","0,759","0,523"
Cabaceiras do Paragua?u,1,0,18807,"0,5455","0,581","0,525","0,763","0,49"
Cabeceiras,1,1,7993,"0,4957","0,668","0,637","0,819","0,571"
Cabeceiras do Piau?,1,0,10586,"0,5352","0,583","0,54","0,769","0,476"
Cabedelo,731,8,67736,"0,7047","0,748","0,782","0,822","0,651"
Cabixi,0,0,5312,"0,5166","0,65","0,65","0,757","0,559"
Cabo de Santo Agostinho,605,86,207048,"0,5586","0,686","0,654","0,812","0,609"
Cabo Frio,311,17,226525,"0,5579","0,735","0,743","0,836","0,64"
Cabre?va,52,4,49707,"0,4225","0,738","0,717","0,828","0,678"
Cabrob?,3,1,34221,"0,5944","0,623","0,581","0,773","0,539"
Ca?ador,20,1,78595,"0,498","0,735","0,728","0,878","0,62"
Ca?apava,48,3,94263,"0,5105","0,788","0,754","0,858","0,755"
Ca?apava do Sul,10,1,33624,"0,4887","0,704","0,699","0,855","0,585"
Cacaul?ndia,2,0,6230,"0,5579","0,646","0,664","0,801","0,506"
C?ceres,32,3,94376,"0,542","0,708","0,691","0,813","0,633"
Cachoeira,5,0,33470,"0,5729","0,647","0,615","0,762","0,577"
Cachoeira de Minas,1,0,11547,"0,4677","0,706","0,673","0,821","0,637"
Cachoeira de Paje?,1,0,9412,"0,523","0,578","0,563","0,771","0,444"
Cachoeira do Arari,61,9,23767,"0,6134","0,546","0,525","0,778","0,398"
Cachoeira do Piri?,12,0,33900,"0,5805","0,473","0,449","0,779","0,303"
Cachoeira do Sul,30,0,82201,"0,5428","0,742","0,739","0,854","0,648"
Cachoeira dos ?ndios,6,1,10244,"0,5077","0,587","0,583","0,766","0,453"
Cachoeira Dourada,2,0,2692,"0,3546","0,698","0,703","0,804","0,602"
Cachoeira Dourada,2,0,8067,"0,3546","0,698","0,703","0,804","0,602"
Cachoeira Grande,15,2,9431,"0,5733","0,537","0,422","0,773","0,476"
Cachoeira Paulista,8,0,33327,"0,5284","0,764","0,733","0,837","0,728"
Cachoeiras de Macacu,108,10,58937,"0,5077","0,7","0,695","0,817","0,603"
Cachoeirinha,31,3,20380,"0,4735","0,579","0,587","0,753","0,439"
Cachoeirinha,97,0,130293,"0,4735","0,579","0,587","0,753","0,439"
Cachoeirinha,6,0,2275,"0,4735","0,579","0,587","0,753","0,439"
Cachoeiro de Itapemirim,256,11,208972,"0,5301","0,746","0,733","0,837","0,677"
Cacimba de Areia,1,0,3682,"0,4954","0,596","0,553","0,771","0,497"
Cacimba de Dentro,24,0,17187,"0,5284","0,564","0,551","0,777","0,419"
Cacimbas,2,0,7173,"0,5374","0,523","0,501","0,672","0,425"
Cacimbinhas,9,1,10858,"0,5954","0,531","0,559","0,697","0,384"
Cacique Doble,2,0,5065,"0,5139","0,662","0,677","0,81","0,528"
Cacoal,51,0,85359,"0,589","0,718","0,727","0,821","0,62"
Caconde,1,0,18985,"0,5006","0,72","0,701","0,858","0,62"
Ca?u,12,0,16009,"0,5354","0,73","0,774","0,84","0,599"
Cacul?,1,0,23170,"0,4835","0,637","0,621","0,769","0,541"
Ca?m,3,0,9213,"0,5501","0,546","0,535","0,701","0,434"
Caetan?polis,3,0,11624,"0,4259","0,706","0,674","0,845","0,617"
Caetanos,2,0,14542,"0,5028","0,542","0,536","0,725","0,409"
Caet?,8,0,44718,"0,4649","0,728","0,69","0,844","0,663"
Caet?s,29,2,28739,"0,6031","0,522","0,497","0,732","0,392"
Caetit?,2,0,50975,"0,5993","0,625","0,631","0,801","0,484"
Cafeara,1,0,2934,"0,4028","0,693","0,683","0,811","0,602"
Cafel?ndia,2,0,18120,"0,4757","0,748","0,723","0,835","0,692"
Caiabu,2,1,4191,"0,3816","0,729","0,682","0,823","0,691"
Caiap?nia,1,0,18913,"0,5321","0,693","0,701","0,808","0,588"
Caibat?,0,0,4846,"0,4838","0,719","0,709","0,857","0,611"
Caibi,6,0,6148,"0,4428","0,728","0,737","0,83","0,631"
Cai?ara,23,1,7201,"0,5167","0,592","0,58","0,733","0,488"
Cai?ara do Norte,5,0,6549,"0,5314","0,574","0,572","0,727","0,454"
Cai?ara do Rio do Vento,7,1,3684,"0,5063","0,587","0,553","0,734","0,499"
Caic?,34,1,67952,"0,562","0,71","0,703","0,824","0,619"
Caieiras,296,32,101470,"0,4801","0,781","0,74","0,861","0,749"
Cairu,16,0,18176,"0,5474","0,627","0,6","0,807","0,51"
Cajamar,257,22,76801,"0,4904","0,728","0,713","0,81","0,668"
Cajapi?,4,1,11177,"0,5865","0,553","0,466","0,72","0,505"
Cajari,112,0,19379,"0,6273","0,523","0,456","0,747","0,421"
Cajati,19,0,28549,"0,4837","0,694","0,658","0,832","0,611"
Cajazeiras,86,5,61993,"0,5637","0,679","0,668","0,815","0,574"
Cajazeiras do Piau?,1,0,3559,"0,4932","0,562","0,525","0,752","0,449"
Cajazeirinhas,1,0,3193,"0,5033","0,55","0,521","0,773","0,413"
Cajobi,5,1,10542,"0,4073","0,734","0,714","0,822","0,674"
Cajueiro,17,1,21264,"0,5038","0,562","0,542","0,691","0,473"
Cajuri,1,0,3987,"0,4354","0,617","0,599","0,804","0,487"
Cajuru,5,1,26167,"0,4036","0,713","0,693","0,825","0,633"
Cal?ado,1,0,11053,"0,537","0,566","0,529","0,731","0,468"
Cal?oene,75,1,11117,"0,6722","0,643","0,636","0,759","0,55"
Caldas,14,0,14480,"0,4926","0,687","0,701","0,873","0,529"
Caldas Brand?o,15,0,6014,"0,4738","0,568","0,562","0,723","0,451"
Caldas Novas,12,1,91162,"0,5065","0,733","0,739","0,832","0,64"
Caldazinha,0,0,3804,"0,472","0,685","0,669","0,814","0,591"
Caldeir?o Grande,3,0,13327,"0,5602","0,573","0,526","0,758","0,473"
Caldeir?o Grande do Piau?,3,0,5776,"0,5267","0,588","0,561","0,744","0,486"
Camacan,45,0,31988,"0,6244","0,581","0,608","0,768","0,419"
Cama?ari,186,4,299132,"0,5458","0,694","0,681","0,798","0,616"
Camamu,6,0,35316,"0,5484","0,565","0,562","0,71","0,452"
Camanducaia,52,1,21770,"0,5103","0,689","0,707","0,837","0,553"
Camapu?,2,0,13711,"0,5023","0,703","0,715","0,817","0,596"
Camaqu?,15,0,66261,"0,5048","0,697","0,715","0,819","0,578"
Camaragibe,867,62,157828,"0,532","0,692","0,656","0,805","0,628"
Camargo,6,0,2733,"0,3874","0,736","0,762","0,854","0,612"
Cambar?,1,0,25360,"0,4763","0,721","0,711","0,818","0,645"
Camb?,39,1,106533,"0,4231","0,734","0,724","0,84","0,651"
Cambori?,131,5,82989,"0,4076","0,726","0,736","0,866","0,6"
Cambuci,32,0,15505,"0,4756","0,691","0,672","0,809","0,608"
